Date,Symbol,Company,Open,High,Low,Close,Volume,AI_Sentiment
2023-04-20,NVDA,NVIDIA,317.64,326.14,318.78,320.66,19887098,40
2023-04-22,NVDA,NVIDIA,307.99,318.62,302.08,309.51,19295317,34
2023-04-23,NVDA,NVIDIA,313.44,319.61,303.15,318.77,44076554,74
2023-04-24,NVDA,NVIDIA,321.16,334.48,304.02,318.73,3700754,85
2023-04-26,NVDA,NVIDIA,316.75,320.04,315.77,319.74,19940724,76
2023-04-27,NVDA,NVIDIA,335.14,330.17,325.39,329.16,8643265,35
2023-04-29,NVDA,NVIDIA,315.73,331.0,303.51,317.31,43699557,81
2023-04-30,NVDA,NVIDIA,312.12,325.79,305.6,311.49,47998536,61
2023-05-01,NVDA,NVIDIA,319.09,329.38,313.95,323.96,19748263,67
2023-05-03,NVDA,NVIDIA,334.42,347.18,322.41,333.84,32771588,69
2023-05-04,NVDA,NVIDIA,341.29,346.24,327.44,343.69,26328068,54
2023-05-06,NVDA,NVIDIA,343.76,348.41,343.39,345.55,49554332,55
2023-05-07,NVDA,NVIDIA,343.59,345.29,320.57,337.27,5945871,77
2023-05-08,NVDA,NVIDIA,335.5,353.98,321.74,337.76,1179761,64
2023-05-10,NVDA,NVIDIA,319.03,335.48,313.49,322.22,23256712,44
2023-05-11,NVDA,NVIDIA,321.07,332.35,313.98,322.41,34971479,76
2023-05-13,NVDA,NVIDIA,318.44,334.2,316.92,318.55,42719380,62
2023-05-14,NVDA,NVIDIA,310.06,315.85,309.6,310.79,21244791,88
2023-05-15,NVDA,NVIDIA,307.11,317.59,296.05,306.44,14124882,64
2023-05-17,NVDA,NVIDIA,309.98,316.29,304.67,305.91,14842683,79
2023-05-18,NVDA,NVIDIA,307.35,311.53,299.52,306.27,28168119,47
2023-05-20,NVDA,NVIDIA,314.89,323.43,308.36,315.7,36648198,47
2023-05-21,NVDA,NVIDIA,309.88,322.45,306.33,310.66,14854580,67
2023-05-22,NVDA,NVIDIA,299.78,298.64,285.24,298.01,34901893,51
2023-05-24,NVDA,NVIDIA,286.49,299.57,285.04,285.84,25303639,36
2023-05-25,NVDA,NVIDIA,285.68,295.36,284.89,285.61,32281756,40
2023-05-27,NVDA,NVIDIA,291.17,308.59,281.76,294.81,29518906,31
2023-05-28,NVDA,NVIDIA,297.84,299.61,282.77,292.93,37832621,41
2023-05-29,NVDA,NVIDIA,300.64,296.68,281.01,294.98,39268472,39
2023-05-31,NVDA,NVIDIA,284.05,301.71,284.9,288.95,42599240,78
2023-06-01,NVDA,NVIDIA,290.33,291.21,282.13,290.49,32024504,60
2023-06-03,NVDA,NVIDIA,291.2,292.95,281.88,290.81,1336086,31
2023-06-04,NVDA,NVIDIA,287.56,298.89,274.39,287.01,11428157,88
2023-06-05,NVDA,NVIDIA,299.64,311.24,293.61,299.48,22521348,51
2023-06-07,NVDA,NVIDIA,299.7,310.28,295.83,297.13,5742127,55
2023-06-08,NVDA,NVIDIA,306.49,317.17,304.78,305.21,26999167,53
2023-06-10,NVDA,NVIDIA,313.76,318.05,309.52,311.9,45886431,77
2023-06-11,NVDA,NVIDIA,317.4,317.73,304.36,312.33,14983364,85
2023-06-12,NVDA,NVIDIA,303.29,303.93,292.79,302.07,2782401,89
2023-06-14,NVDA,NVIDIA,318.89,324.46,307.95,313.55,18042288,75
2023-06-15,NVDA,NVIDIA,311.12,322.98,304.72,307.84,13299583,56
2023-06-17,NVDA,NVIDIA,307.8,315.29,297.04,305.15,37042097,61
2023-06-18,NVDA,NVIDIA,295.25,307.18,292.35,298.09,47986934,62
2023-06-19,NVDA,NVIDIA,292.17,296.57,288.95,292.59,6091000,37
2023-06-21,NVDA,NVIDIA,304.58,301.1,292.12,300.01,1487375,35
2023-06-22,NVDA,NVIDIA,299.37,303.39,284.86,294.34,48266817,50
2023-06-24,NVDA,NVIDIA,293.37,305.0,290.68,296.11,22065093,87
2023-06-25,NVDA,NVIDIA,285.21,303.03,286.8,290.62,13480836,44
2023-06-26,NVDA,NVIDIA,305.68,304.11,288.87,303.88,28662909,62
2023-06-28,NVDA,NVIDIA,313.65,320.72,309.71,315.99,28334396,55
2023-06-29,NVDA,NVIDIA,320.29,323.87,312.05,322.89,42609717,71
2023-07-01,NVDA,NVIDIA,305.55,312.35,308.66,310.32,11212083,56
2023-07-02,NVDA,NVIDIA,328.24,328.31,322.52,322.89,2766863,58
2023-07-03,NVDA,NVIDIA,314.5,322.46,305.22,319.72,6199872,86
2023-07-05,NVDA,NVIDIA,309.16,318.36,306.79,306.84,29407191,41
2023-07-06,NVDA,NVIDIA,321.36,334.45,310.83,320.34,19937713,31
2023-07-08,NVDA,NVIDIA,322.37,335.33,315.85,325.99,41572633,85
2023-07-09,NVDA,NVIDIA,327.31,326.16,307.53,322.4,38101500,90
2023-07-10,NVDA,NVIDIA,323.93,326.28,319.47,324.24,30551072,71
2023-07-12,NVDA,NVIDIA,306.33,322.35,299.44,311.19,30171836,60
2023-07-13,NVDA,NVIDIA,300.42,315.5,299.75,304.56,2324476,34
2023-07-15,NVDA,NVIDIA,304.79,313.65,287.4,298.81,3550925,55
2023-07-16,NVDA,NVIDIA,304.26,308.99,286.16,300.08,29414801,75
2023-07-17,NVDA,NVIDIA,301.65,314.34,300.74,303.73,24544297,63
2023-07-19,NVDA,NVIDIA,292.24,306.79,286.29,297.05,41240283,84
2023-07-20,NVDA,NVIDIA,293.78,291.92,287.94,290.49,16738765,69
2023-07-22,NVDA,NVIDIA,302.71,303.12,294.8,301.0,5830859,54
2023-07-23,NVDA,NVIDIA,307.41,305.0,302.19,302.87,26440221,90
2023-07-24,NVDA,NVIDIA,307.01,308.99,304.31,305.23,12977084,66
2023-07-26,NVDA,NVIDIA,290.98,296.54,284.06,296.19,1865475,80
2023-07-27,NVDA,NVIDIA,291.53,300.07,295.95,296.83,18802017,56
2023-07-29,NVDA,NVIDIA,306.15,303.07,292.16,301.12,26429447,42
2023-07-30,NVDA,NVIDIA,296.36,309.44,291.53,299.59,10265762,66
2023-07-31,NVDA,NVIDIA,288.91,301.01,279.18,291.22,36779167,36
2023-08-02,NVDA,NVIDIA,301.67,303.15,292.47,302.65,9910078,68
2023-08-03,NVDA,NVIDIA,288.16,301.39,288.02,293.61,38527613,36
2023-08-05,NVDA,NVIDIA,290.5,297.16,277.11,287.32,14815510,69
2023-08-06,NVDA,NVIDIA,290.66,304.11,287.85,295.77,11924881,78
2023-08-07,NVDA,NVIDIA,294.48,305.97,283.77,293.61,47034675,76
2023-08-09,NVDA,NVIDIA,301.92,304.19,295.63,298.75,28850690,82
2023-08-10,NVDA,NVIDIA,285.91,292.98,278.05,286.99,34582542,67
2023-08-12,NVDA,NVIDIA,278.11,284.0,266.98,280.09,31286385,69
2023-08-13,NVDA,NVIDIA,289.19,298.05,277.46,291.51,15675453,87
2023-08-14,NVDA,NVIDIA,295.63,294.98,291.34,293.18,42537321,48
2023-08-16,NVDA,NVIDIA,304.09,308.55,295.69,301.49,24003039,46
2023-08-17,NVDA,NVIDIA,292.53,301.24,286.11,292.83,5050130,66
2023-08-19,NVDA,NVIDIA,302.42,307.95,287.68,301.1,21577565,75
2023-08-20,NVDA,NVIDIA,296.85,313.08,288.79,299.11,33635253,85
2023-08-21,NVDA,NVIDIA,300.92,303.04,293.09,301.0,21914970,57
2023-08-23,NVDA,NVIDIA,307.27,320.58,298.07,309.2,38421898,53
2023-08-24,NVDA,NVIDIA,314.21,314.9,298.82,308.69,1391728,64
2023-08-26,NVDA,NVIDIA,310.04,309.1,301.35,307.29,32369377,73
2023-08-27,NVDA,NVIDIA,292.82,309.31,283.06,297.63,14828153,37
2023-08-28,NVDA,NVIDIA,292.11,305.24,291.8,297.53,35867160,33
2023-08-30,NVDA,NVIDIA,290.25,294.67,282.46,291.15,13794578,59
2023-08-31,NVDA,NVIDIA,279.35,293.19,279.08,280.94,5680056,34
2023-09-02,NVDA,NVIDIA,276.25,290.95,273.66,277.54,37213578,67
2023-09-03,NVDA,NVIDIA,273.35,279.84,265.51,277.99,28326704,58
2023-09-04,NVDA,NVIDIA,288.32,292.42,283.62,290.81,40230551,56
2023-09-06,NVDA,NVIDIA,287.63,294.66,276.25,285.92,42281400,66
2023-09-07,NVDA,NVIDIA,279.87,276.76,272.12,276.14,47116402,45
2023-09-09,NVDA,NVIDIA,271.99,275.21,262.46,268.61,29667206,77
2023-09-10,NVDA,NVIDIA,256.6,263.91,253.9,257.98,27195269,47
2023-09-11,NVDA,NVIDIA,263.57,279.68,263.62,268.49,24473950,38
2023-09-13,NVDA,NVIDIA,286.32,293.95,280.46,280.98,25992513,62
2023-09-14,NVDA,NVIDIA,286.18,296.29,282.74,285.26,18649254,52
2023-09-16,NVDA,NVIDIA,291.92,303.76,285.45,291.48,25468945,79
2023-09-17,NVDA,NVIDIA,286.77,298.55,286.64,289.21,3697988,49
2023-09-18,NVDA,NVIDIA,299.02,305.29,299.9,302.41,15881277,85
2023-09-20,NVDA,NVIDIA,311.17,313.86,295.4,305.66,36898605,44
2023-09-21,NVDA,NVIDIA,299.9,308.89,303.32,303.33,8840332,72
2023-09-23,NVDA,NVIDIA,293.88,308.83,284.71,298.07,5104078,35
2023-09-24,NVDA,NVIDIA,285.82,291.67,278.35,288.5,41383311,54
2023-09-25,NVDA,NVIDIA,276.55,295.36,276.93,281.72,41279943,33
2023-09-27,NVDA,NVIDIA,281.28,293.48,277.73,280.02,15587729,40
2023-09-28,NVDA,NVIDIA,275.1,277.18,269.79,271.87,10452159,62
2023-09-30,NVDA,NVIDIA,270.63,269.2,259.67,265.35,24177131,57
2023-10-01,NVDA,NVIDIA,260.99,266.37,247.19,257.1,24909686,35
2023-10-02,NVDA,NVIDIA,252.37,257.97,242.5,247.48,44341867,43
2023-10-04,NVDA,NVIDIA,239.51,243.18,228.11,238.53,2843702,59
2023-10-05,NVDA,NVIDIA,222.42,233.4,222.06,226.62,38466684,37
2023-10-07,NVDA,NVIDIA,221.93,226.5,222.66,226.37,8418960,52
2023-10-08,NVDA,NVIDIA,216.02,224.26,209.4,218.35,40586534,48
2023-10-09,NVDA,NVIDIA,221.46,229.11,216.48,219.54,20470578,54
2023-10-11,NVDA,NVIDIA,224.95,221.42,220.64,220.76,5383877,69
2023-10-12,NVDA,NVIDIA,212.24,221.21,207.77,212.88,14294620,41
2023-10-14,NVDA,NVIDIA,211.91,219.0,206.07,214.34,10011492,88
2023-10-15,NVDA,NVIDIA,210.05,213.62,206.35,206.63,41180336,58
2023-10-16,NVDA,NVIDIA,196.37,207.01,197.1,199.68,26312785,62
2023-10-18,NVDA,NVIDIA,204.16,207.84,202.51,204.46,12062835,82
2023-10-19,NVDA,NVIDIA,210.5,216.53,208.41,212.4,6764380,40
2023-10-21,NVDA,NVIDIA,215.14,221.62,205.14,214.61,15307581,32
2023-10-22,NVDA,NVIDIA,213.83,218.4,207.51,213.43,34588823,54
2023-10-23,NVDA,NVIDIA,206.25,211.21,201.65,206.12,48554452,80
2023-10-25,NVDA,NVIDIA,201.92,213.04,196.47,203.13,38015625,57
2023-10-26,NVDA,NVIDIA,204.55,204.03,201.95,203.92,1893966,52
2023-10-28,NVDA,NVIDIA,205.37,204.35,193.72,203.74,46498467,59
2023-10-29,NVDA,NVIDIA,202.78,208.12,196.5,202.7,21826795,65
2023-10-30,NVDA,NVIDIA,199.43,200.09,195.72,197.62,13938217,89
2023-11-01,NVDA,NVIDIA,204.69,208.11,194.74,203.01,15022602,76
2023-11-02,NVDA,NVIDIA,209.42,218.49,200.83,210.45,31696801,67
2023-11-04,NVDA,NVIDIA,216.81,221.9,213.67,218.34,22789895,35
2023-11-05,NVDA,NVIDIA,225.7,227.25,221.64,225.98,17155425,53
2023-11-06,NVDA,NVIDIA,221.22,229.07,218.97,225.55,44254716,79
2023-11-08,NVDA,NVIDIA,232.09,236.4,231.97,234.05,29294443,53
2023-11-09,NVDA,NVIDIA,232.86,242.17,229.23,234.47,9032437,39
2023-11-11,NVDA,NVIDIA,244.15,245.79,237.32,245.35,13728705,66
2023-11-12,NVDA,NVIDIA,239.79,242.62,224.39,235.62,15947773,47
2023-11-13,NVDA,NVIDIA,244.08,252.5,244.51,246.35,9858044,60
2023-11-15,NVDA,NVIDIA,243.29,258.71,243.58,248.22,17779293,41
2023-11-16,NVDA,NVIDIA,249.68,253.87,251.7,251.75,28238504,88
2023-11-18,NVDA,NVIDIA,250.36,259.39,242.02,252.8,23854014,69
2023-11-19,NVDA,NVIDIA,254.58,257.3,255.33,255.9,25228953,32
2023-11-20,NVDA,NVIDIA,260.76,274.98,265.99,266.04,48591795,47
2023-11-22,NVDA,NVIDIA,272.96,283.81,272.71,277.41,3026027,65
2023-11-23,NVDA,NVIDIA,275.91,290.54,268.64,277.51,39689856,84
2023-11-25,NVDA,NVIDIA,278.18,286.63,260.72,273.86,6583613,36
2023-11-26,NVDA,NVIDIA,289.85,297.09,284.51,284.7,13649045,59
2023-11-27,NVDA,NVIDIA,287.96,293.71,272.37,283.75,5586469,67
2023-11-29,NVDA,NVIDIA,292.63,308.17,291.65,294.82,45624085,30
2023-11-30,NVDA,NVIDIA,304.16,312.46,304.93,305.23,11868094,48
2022-01-01,MSFT,Microsoft,304.92,302.4,285.45,299.75,44225854,74
2022-01-02,MSFT,Microsoft,299.71,316.16,288.76,302.37,39221331,48
2022-01-03,MSFT,Microsoft,316.35,331.29,316.09,317.17,20899496,30
2022-01-05,MSFT,Microsoft,315.32,314.58,307.21,313.95,3222955,56
2022-01-06,MSFT,Microsoft,317.52,336.09,306.54,320.16,36930622,56
2022-01-08,MSFT,Microsoft,323.55,336.96,326.34,328.61,43879883,47
2022-01-09,MSFT,Microsoft,329.94,334.18,316.33,326.3,22240579,37
2022-01-10,MSFT,Microsoft,328.2,328.1,318.99,325.56,39031172,83
2022-01-12,MSFT,Microsoft,342.38,341.73,336.76,337.02,24339199,90
2022-01-13,MSFT,Microsoft,357.61,365.11,345.8,351.15,2543524,68
2022-01-15,MSFT,Microsoft,371.82,366.2,364.64,364.96,30125315,49
2022-01-16,MSFT,Microsoft,371.57,390.79,375.86,378.69,46901342,73
2022-01-17,MSFT,Microsoft,374.54,386.39,361.86,372.87,4804407,34
2022-01-19,MSFT,Microsoft,387.7,397.85,375.34,381.59,47504784,65
2022-01-20,MSFT,Microsoft,366.83,382.85,372.26,373.0,24105840,71
2022-01-22,MSFT,Microsoft,357.08,373.28,350.6,360.08,35697866,56
2022-01-23,MSFT,Microsoft,363.0,358.87,351.85,356.88,43203396,36
2022-01-24,MSFT,Microsoft,369.26,385.95,361.69,369.66,11495703,31
2022-01-26,MSFT,Microsoft,359.17,369.33,342.61,353.84,12056228,48
2022-01-27,MSFT,Microsoft,348.11,355.13,336.14,346.74,39774413,50
2022-01-29,MSFT,Microsoft,358.68,362.98,335.27,352.42,40145568,31
2022-01-30,MSFT,Microsoft,361.56,382.54,360.92,366.19,13134522,69
2022-01-31,MSFT,Microsoft,349.82,360.95,343.36,349.15,24240465,49
2022-02-02,MSFT,Microsoft,356.31,361.63,352.49,361.27,8628550,65
2022-02-03,MSFT,Microsoft,354.81,356.93,346.44,355.33,20281729,34
2022-02-05,MSFT,Microsoft,345.23,363.52,331.54,347.89,24722812,88
2022-02-06,MSFT,Microsoft,348.53,355.17,336.76,343.85,48551604,41
2022-02-07,MSFT,Microsoft,356.09,359.36,347.98,356.87,18923665,82
2022-02-09,MSFT,Microsoft,370.06,368.9,352.64,363.76,37859970,34
2022-02-10,MSFT,Microsoft,361.14,378.85,348.53,364.57,33429065,64
2022-02-12,MSFT,Microsoft,361.92,381.3,358.15,365.85,49586539,48
2022-02-13,MSFT,Microsoft,368.18,372.77,353.65,365.42,2235475,56
2022-02-14,MSFT,Microsoft,349.49,352.56,342.27,352.35,11911235,89
2022-02-16,MSFT,Microsoft,341.41,350.28,333.54,337.85,47879058,84
2022-02-17,MSFT,Microsoft,361.05,355.86,352.16,354.64,42118588,63
2022-02-19,MSFT,Microsoft,362.56,380.94,352.43,368.45,1615342,35
2022-02-20,MSFT,Microsoft,368.31,382.59,365.18,366.17,18943117,66
2022-02-21,MSFT,Microsoft,371.1,385.35,363.78,371.86,44879782,82
2022-02-23,MSFT,Microsoft,365.16,362.73,355.8,359.62,28362353,78
2022-02-24,MSFT,Microsoft,349.46,352.6,345.14,352.26,8331121,46
2022-02-26,MSFT,Microsoft,344.73,356.27,339.4,348.45,23106308,46
2022-02-27,MSFT,Microsoft,357.54,364.49,345.63,360.36,26672075,42
2022-02-28,MSFT,Microsoft,365.15,386.44,365.25,368.47,32567740,79
2022-03-02,MSFT,Microsoft,362.46,367.54,349.92,360.12,19629556,56
2022-03-03,MSFT,Microsoft,365.41,364.29,351.08,359.07,31263298,40
2022-03-05,MSFT,Microsoft,349.86,353.99,343.75,351.08,37678951,62
2022-03-06,MSFT,Microsoft,344.02,340.9,322.24,338.2,37682713,46
2022-03-07,MSFT,Microsoft,331.09,327.3,320.07,327.28,1316953,74
2022-03-09,MSFT,Microsoft,345.14,353.01,341.6,342.3,39641677,72
2022-03-10,MSFT,Microsoft,362.38,375.46,353.84,357.6,28054930,32
2022-03-12,MSFT,Microsoft,345.51,352.1,329.17,343.05,32402422,62
2022-03-13,MSFT,Microsoft,350.83,357.48,352.31,355.03,6600374,57
2022-03-14,MSFT,Microsoft,341.62,348.33,332.15,345.87,16368775,78
2022-03-16,MSFT,Microsoft,325.4,343.09,317.55,331.42,47007621,63
2022-03-17,MSFT,Microsoft,337.52,344.19,324.72,341.55,34636003,59
2022-03-19,MSFT,Microsoft,329.01,342.14,327.48,331.11,20744311,80
2022-03-20,MSFT,Microsoft,320.24,323.78,308.0,316.2,7253578,37
2022-03-21,MSFT,Microsoft,319.04,325.4,305.47,317.59,10848549,36
2022-03-23,MSFT,Microsoft,326.81,341.41,315.43,325.87,36539064,69
2022-03-24,MSFT,Microsoft,332.71,353.17,329.12,339.47,27641628,49
2022-03-26,MSFT,Microsoft,346.78,353.82,335.2,351.78,36332783,66
2022-03-27,MSFT,Microsoft,347.5,366.3,334.81,349.93,15487388,66
2022-03-28,MSFT,Microsoft,357.81,362.36,346.11,358.49,23685985,42
2022-03-30,MSFT,Microsoft,372.7,380.43,361.11,375.26,32827718,80
2022-03-31,MSFT,Microsoft,386.77,399.57,376.42,393.06,47481560,84
2022-04-02,MSFT,Microsoft,393.92,412.79,386.94,393.92,10987353,38
2022-04-03,MSFT,Microsoft,380.12,388.14,375.62,381.87,25090979,64
2022-04-04,MSFT,Microsoft,366.66,389.44,356.55,371.41,4512976,58
2022-04-06,MSFT,Microsoft,375.03,379.08,361.98,370.99,10335135,60
2022-04-07,MSFT,Microsoft,371.91,375.02,363.94,370.03,49784740,61
2022-04-09,MSFT,Microsoft,360.27,366.08,342.12,359.45,49991257,58
2022-04-10,MSFT,Microsoft,356.07,364.21,346.95,357.28,43054666,45
2022-04-11,MSFT,Microsoft,371.8,387.17,353.23,370.48,27432623,49
2022-04-13,MSFT,Microsoft,365.94,378.49,363.6,366.42,49727009,82
2022-04-14,MSFT,Microsoft,379.93,383.76,358.47,373.39,34471764,57
2022-04-16,MSFT,Microsoft,368.94,380.87,367.67,372.69,15610784,79
2022-04-17,MSFT,Microsoft,374.32,393.07,369.77,374.82,12429273,31
2022-04-18,MSFT,Microsoft,356.82,372.32,350.3,357.35,39396297,59
2022-04-20,MSFT,Microsoft,344.35,364.35,337.38,350.37,4362973,35
2022-04-21,MSFT,Microsoft,329.0,347.81,333.13,335.18,24398135,85
2022-04-23,MSFT,Microsoft,337.68,352.6,329.27,343.63,39388728,43
2022-04-24,MSFT,Microsoft,327.75,342.11,324.57,329.76,41297618,48
2022-04-25,MSFT,Microsoft,347.25,358.5,333.99,345.03,16281926,42
2022-04-27,MSFT,Microsoft,362.0,361.88,355.4,356.16,38392877,36
2022-04-28,MSFT,Microsoft,375.06,388.12,366.43,373.53,11505345,74
2022-04-30,MSFT,Microsoft,375.91,389.71,364.42,376.1,20430665,79
2022-05-01,MSFT,Microsoft,384.37,402.6,372.77,389.91,44051076,71
2022-05-02,MSFT,Microsoft,396.31,409.03,384.84,404.39,25760347,88
2022-05-04,MSFT,Microsoft,418.13,438.11,410.32,423.84,26325554,49
2022-05-05,MSFT,Microsoft,413.06,437.41,403.98,420.79,41292137,89
2022-05-07,MSFT,Microsoft,406.83,425.32,400.32,410.86,13050714,89
2022-05-08,MSFT,Microsoft,394.17,412.26,390.08,400.04,39778773,79
2022-05-09,MSFT,Microsoft,408.93,422.16,396.14,411.31,20849210,76
2022-05-11,MSFT,Microsoft,388.83,396.04,378.19,394.9,21807149,58
2022-05-12,MSFT,Microsoft,409.89,422.55,397.6,409.37,25212291,82
2022-05-14,MSFT,Microsoft,407.71,431.88,401.5,414.45,44534265,30
2022-05-15,MSFT,Microsoft,425.38,426.4,407.95,422.91,22156716,41
2022-05-16,MSFT,Microsoft,426.17,428.35,412.46,423.1,38931472,83
2022-05-18,MSFT,Microsoft,434.52,446.82,416.79,437.17,25023656,46
2022-05-19,MSFT,Microsoft,449.78,453.23,435.71,452.3,33410708,73
2022-05-21,MSFT,Microsoft,450.31,470.48,448.7,449.56,6700942,79
2022-05-22,MSFT,Microsoft,425.36,443.16,416.92,433.59,9753436,45
2022-05-23,MSFT,Microsoft,419.63,431.12,421.4,423.59,17222685,82
2022-05-25,MSFT,Microsoft,414.93,426.53,394.08,413.04,14433848,35
2022-05-26,MSFT,Microsoft,424.28,429.95,418.78,424.3,35166140,47
2022-05-28,MSFT,Microsoft,408.97,412.02,385.63,405.77,42731965,75
2022-05-29,MSFT,Microsoft,397.58,402.13,397.63,401.59,32051564,59
2022-05-30,MSFT,Microsoft,403.93,422.1,394.79,411.33,9537578,71
2022-06-01,MSFT,Microsoft,424.51,425.07,419.18,424.49,35039621,74
2022-06-02,MSFT,Microsoft,407.99,429.89,407.94,413.38,23446604,76
2022-06-04,MSFT,Microsoft,410.09,424.99,398.39,408.85,6067561,43
2022-06-05,MSFT,Microsoft,393.53,401.89,389.52,393.69,7398607,86
2022-06-06,MSFT,Microsoft,388.67,408.03,378.91,391.29,32860915,64
2022-06-08,MSFT,Microsoft,372.59,394.41,359.7,378.41,8902800,45
2022-06-09,MSFT,Microsoft,382.05,381.99,371.21,376.54,15242839,63
2022-06-11,MSFT,Microsoft,355.04,369.97,355.96,360.83,33425311,39
2022-06-12,MSFT,Microsoft,372.55,387.74,370.37,378.57,7100012,41
2022-06-13,MSFT,Microsoft,386.07,394.57,374.34,384.66,29650003,85
2022-06-15,MSFT,Microsoft,398.29,405.5,378.85,397.55,42917239,55
2022-06-16,MSFT,Microsoft,397.94,405.9,376.54,390.61,21972340,44
2022-06-18,MSFT,Microsoft,393.14,404.8,383.1,391.03,8640044,54
2022-06-19,MSFT,Microsoft,398.16,408.7,382.66,394.58,1652008,72
2022-06-20,MSFT,Microsoft,403.64,405.24,385.66,404.82,44579227,81
2022-06-22,MSFT,Microsoft,399.13,400.19,374.36,391.56,35628199,86
2022-06-23,MSFT,Microsoft,393.76,403.89,382.2,397.39,11895196,74
2022-06-25,MSFT,Microsoft,387.58,403.15,378.5,393.16,37998428,38
2022-06-26,MSFT,Microsoft,419.28,423.66,400.41,411.88,18712503,67
2022-06-27,MSFT,Microsoft,408.7,427.08,392.17,412.46,31062458,88
2022-06-29,MSFT,Microsoft,435.75,441.71,416.47,430.85,2975632,37
2022-06-30,MSFT,Microsoft,435.89,448.81,429.61,431.15,28177455,65
2022-07-02,MSFT,Microsoft,419.74,421.05,409.84,416.18,41109488,51
2022-07-03,MSFT,Microsoft,437.91,436.0,434.17,435.38,46995006,39
2022-07-04,MSFT,Microsoft,433.39,451.32,422.94,441.63,4267539,53
2022-07-06,MSFT,Microsoft,418.61,422.21,407.23,422.18,1000644,35
2022-07-07,MSFT,Microsoft,415.19,427.62,401.76,410.89,7278342,66
2022-07-09,MSFT,Microsoft,404.4,414.32,409.39,409.54,11959071,30
2022-07-10,MSFT,Microsoft,427.23,447.62,423.27,428.4,17291240,54
2022-07-11,MSFT,Microsoft,453.99,459.41,445.63,447.24,23932618,32
2022-07-13,MSFT,Microsoft,469.36,490.99,459.06,469.51,33864119,59
2022-07-14,MSFT,Microsoft,465.41,488.92,456.29,469.51,5617659,90
2022-07-16,MSFT,Microsoft,455.62,469.57,436.77,456.17,39717695,62
2022-07-17,MSFT,Microsoft,435.14,453.75,438.94,442.47,12934041,76
2022-07-18,MSFT,Microsoft,436.95,449.25,418.93,429.55,44604172,54
2022-07-20,MSFT,Microsoft,431.3,447.22,428.2,437.48,12787981,31
2022-07-21,MSFT,Microsoft,446.87,450.36,430.13,438.64,13886591,88
2022-07-23,MSFT,Microsoft,453.75,464.95,440.66,452.68,33320417,59
2022-07-24,MSFT,Microsoft,437.25,455.52,432.04,445.29,40451775,48
2022-07-25,MSFT,Microsoft,467.77,474.83,438.95,461.66,13514314,84
2022-07-27,MSFT,Microsoft,483.12,494.68,465.26,483.7,24200563,49
2022-07-28,MSFT,Microsoft,510.87,524.28,486.23,505.1,11831909,65
2022-07-30,MSFT,Microsoft,506.83,526.1,506.34,516.44,20320126,84
2022-07-31,MSFT,Microsoft,540.96,547.87,522.81,538.5,11075123,46
2022-08-01,MSFT,Microsoft,543.16,555.2,513.98,536.6,47119035,33
2022-08-03,MSFT,Microsoft,515.85,526.76,515.67,526.09,34949287,68
2022-08-04,MSFT,Microsoft,507.79,522.02,485.2,501.51,9934495,62
2022-08-06,MSFT,Microsoft,509.44,523.32,517.72,519.76,43993693,50
2022-08-07,MSFT,Microsoft,511.99,515.49,499.16,502.68,26367841,60
2022-08-08,MSFT,Microsoft,477.79,505.07,475.67,481.85,19495554,73
2022-08-10,MSFT,Microsoft,497.34,504.02,493.58,493.92,47358168,39
2022-08-11,MSFT,Microsoft,507.38,516.89,497.13,503.06,21665830,56
2022-08-13,MSFT,Microsoft,513.07,538.64,516.98,521.02,17736156,48
2022-08-14,MSFT,Microsoft,543.77,545.5,516.94,536.7,18042645,54
2022-08-15,MSFT,Microsoft,543.12,568.08,536.71,548.6,31296128,46
2022-08-17,MSFT,Microsoft,584.3,574.5,550.99,574.3,13662910,38
2022-08-18,MSFT,Microsoft,565.61,581.55,548.59,566.29,30047359,63
2022-08-20,MSFT,Microsoft,587.27,607.09,568.59,579.13,16873591,83
2022-08-21,MSFT,Microsoft,577.55,595.68,587.17,588.0,24526825,31
2022-08-22,MSFT,Microsoft,586.28,613.38,574.84,592.34,41914838,87
2022-08-24,MSFT,Microsoft,622.59,621.99,608.7,614.97,43353841,50
2022-08-25,MSFT,Microsoft,601.15,607.44,575.69,594.58,9649879,31
2022-08-27,MSFT,Microsoft,578.37,589.52,557.05,567.04,19107841,63
2022-08-28,MSFT,Microsoft,587.46,598.06,588.86,594.1,12969570,31
2022-08-29,MSFT,Microsoft,623.49,638.67,597.0,616.79,39830793,31
2022-08-31,MSFT,Microsoft,612.48,638.09,594.44,610.75,25712674,41
2022-09-01,MSFT,Microsoft,576.98,609.14,570.11,581.95,49903836,74
2022-09-03,MSFT,Microsoft,598.43,605.09,577.03,594.35,2998121,55
2022-09-04,MSFT,Microsoft,576.47,589.26,574.99,577.51,14387611,60
2022-09-05,MSFT,Microsoft,578.01,601.26,571.67,584.03,28539510,78
2022-09-07,MSFT,Microsoft,595.79,611.36,594.26,602.49,27579670,85
2022-09-08,MSFT,Microsoft,614.23,620.63,593.9,602.9,22806912,69
2022-09-10,MSFT,Microsoft,583.24,589.59,583.24,584.9,4850350,35
2022-09-11,MSFT,Microsoft,551.21,570.5,535.4,556.2,26505338,82
2022-09-12,MSFT,Microsoft,554.25,585.87,534.12,558.73,47175487,89
2022-09-14,MSFT,Microsoft,535.79,568.03,537.2,545.36,21545365,89
